car_park_no,x_coord,y_coord,kmeans,Sector
W53,23338.8254,47350.3849,4,North
W536,23348.8456,45873.6556,4,North
W54,23076.3795,46789.1914,4,North
W546,23558.6725,45719.8134,4,North
W549,23728.429,46002.0615,4,North
W55,23683.3329,46831.8539,4,North
W554,23871.6965,46028.6081,4,North
W56,23342.6004,46649.9806,4,North
W57,23118.191,46497.6326,4,North
W570,23182.8035,45847.6356,4,North
W574,24118.936,45812.819,4,North
W578,23923.9837,45898.4854,4,North
W579,23795.194,45862.9987,4,North
W58,23429.9641,46416.6889,4,North
W586,23702.34,45656.6161,4,North
W588,23701.8273,45550.4272,4,North
W59,23693.3134,46446.5191,4,North
W6,21838.7773,47085.957,4,North
W60,23521.1992,46312.5,4,North
W61,22505.7065,46103.3973,4,North
W62,22628.7386,46063.1814,4,North
W63,22780.0672,46063.1491,4,North
W64,23969.4738,46630.5468,4,North
W65,23844.7328,46979.1172,4,North
W66,24069.321,46974.6261,4,North
W67,24188.1546,47019.5375,4,North
W676,24373.674,46827.139,4,North
W68,24350.2675,47010.7245,4,North
W69,24270.2765,47376.2034,4,North
W691,24983.383,46920.8143,4,North
W693,24703.9448,46642.49,4,North
W694,24850.6084,46636.9442,4,North
W7,21800.3125,47200.2539,4,North
W70,23937.0706,47352.2621,4,North
W71,24179.5955,47205.7795,4,North
W717,24141.7435,46956.0986,4,North
W72,24505.386,47143.788,4,North
W73,24711.6693,47219.5233,4,North
W74,23886.366,47208.9992,4,North
W75,23800.172,47218.8422,4,North
W76,23747.0647,47397.2586,4,North
W77,23613.1605,47523.5906,4,North
W78,23849.9464,47582.4593,4,North
W780,24414.7153,47764.032,4,North
W781,24637.5027,47838.0528,4,North
W782,24689.6411,47760.7102,4,North
W783,24750.7857,47717.9903,4,North
W785,24848.101,47634.821,4,North
W79,24123.1011,47708.2983,4,North
W799,24281.4205,47567.8164,4,North
W8M,21660.0118,46873.6677,4,North
W80,24330.2647,47756.4455,4,North
W81,24296.7171,47514.7036,4,North
W82,24471.0095,47352.6032,4,North
W83,23975.8384,46423.1877,4,North
W84,23837.6593,46282.3619,4,North
W85,24192.1416,46200.7694,4,North
W86,24420.08,46561.7115,4,North
W87,24317.8529,46691.9568,4,North
W88,24149.2668,46546.1362,4,North
W887,23702.7059,46585.151,4,North
W889,23582.22,46633.6669,4,North
W89,24131.2685,46393.746,4,North
W90,24304.8642,46201.7037,4,North
W91,24421.7399,46312.2663,4,North
W92,24520.8714,46439.9443,4,North
W93,24580.5607,46608.2682,4,North
W94,24441.8462,46881.242,4,North
W95,24490.3124,47314.8499,4,North
W96,24060.4226,46730.8096,4,North
W97,24212.7627,46796.478,4,North
W98,24682.0186,46808.9077,4,North
W99,24907.591,46937.7135,4,North
YHS,28508.3965,29880.2227,2,South
Y1,27412.0991,45841.0373,4,North
Y10,27995.96,45066.8145,4,North
Y11,27625.6289,45280.5234,4,North
Y12,27905.7385,46499.201,4,North
Y13,28505.9395,45881.9889,4,North
Y14,28260.7012,46043.2891,4,North
Y14A,28246.3185,46249.5229,4,North
Y15,28389.0234,46261.6211,4,North
Y16,28681.0314,46086.2424,4,North
Y16A,28648.4057,46162.6732,4,North
Y17,28872.75,46307.543,4,North
Y18,28689.2205,46383.1673,4,North
Y19,28538.5011,46605.7561,4,North
Y2,27414.6758,45987.2187,4,North
Y20,28504.9276,46440.0785,4,North
Y21,28426.9545,46510.8406,4,North
Y21A,28144.9395,46528.6914,4,North
Y21M,28170.8701,46340.318,4,North
Y22,28063.7034,47038.6663,4,North
Y23,27848.8519,44815.6702,4,North
Y24,27991.5046,44547.518,4,North
Y25,27742.9217,44276.3479,4,North
Y25M,27925.9358,44389.0052,4,North
Y26,28057.7461,43852.7148,4,North
Y27,28033.9316,44001.6406,4,North
Y28,28043.8717,44130.9725,4,North
Y28M,28117.1717,44138.2643,4,North
Y29,28135.416,44332.6484,4,North
Y3,27506.7793,46268.6172,4,North
Y3M,27349.1212,46139.6053,4,North
Y30,28212.8196,44250.2645,4,North
Y30M,28270.7412,44261.2589,4,North
Y31,28380.8499,44273.0647,4,North
Y32,28587.6719,44363.8594,4,North
Y33,28302.5588,44890.0599,4,North
Y34,28351.4432,44631.5283,4,North
Y34A,28305.7045,44561.1014,4,North
Y35,28573.7168,44608.1172,4,North
Y36,28482.6126,44810.8534,4,North
Y37,28473.8291,44855.9633,4,North
Y38,28755.9082,44928.25,4,North
Y39,28802.1641,44647.4297,4,North
Y4,27798.7178,46273.0601,4,North
Y4T,27653.9599,46018.2543,4,North
Y40,28378.3276,44072.1863,4,North
Y41,28735.9258,45762.625,4,North
Y41M,28842.0106,45830.6181,4,North
Y43,28865.8374,45625.9622,4,North
Y45,29095.1082,45430.1318,4,North
Y45M,29036.205,45471.5063,4,North
Y46,29384.9686,45314.782,4,North
Y47,29361.3242,45648.9258,4,North
Y48,29613.5447,45679.9694,4,North
Y48M,29581.4638,45567.1012,4,North
Y49,29632.0687,45313.3234,4,North
Y49H,29580.5785,45145.6412,4,North
Y49L,29552.0163,45080.7449,4,North
Y49M,29580.9409,45111.9779,4,North
Y5,27865.2344,45870.8907,4,North
Y51,29529.83,44808.1062,4,North
Y51M,29363.3139,44945.2291,4,North
Y52M,29291.1048,44676.2316,4,North
Y53M,29413.0818,44965.2268,4,North
Y54M,28413.6222,45450.4144,4,North
Y56,28383.2891,45244.5078,4,North
Y57,29461.0058,45083.3281,4,North
Y58,27895.8292,46028.4287,4,North
Y59M,29764.6921,44893.3273,4,North
Y6,28097.4355,46026.6367,4,North
Y60M,29647.1253,44767.6656,4,North
Y61M,29588.007,44651.6313,4,North
Y62M,29238.4163,45775.1779,4,North
Y63M,29300.8258,45930.8857,4,North
Y64M,29311.1504,46024.8152,4,North
Y65M,28968.6232,46042.758,4,North
Y66M,28998.1897,46163.9678,4,North
Y67,28843.2023,46462.2763,4,North
Y68L,29142.5387,44394.3419,4,North
Y68M,29255.0052,44464.5975,4,North
Y69L,29107.1794,44173.7841,4,North
Y69M,29197.6771,44201.2772,4,North
Y7,27346.9746,45449.3008,4,North
Y70M,28782.6987,44073.5278,4,North
Y71M,28841.6832,44257.3977,4,North
Y72M,28882.336,44065.4057,4,North
Y73M,28917.4786,44546.2792,4,North
Y74M,28931.6439,44600.7404,4,North
Y75M,29086.6991,44661.4096,4,North
Y76M,28940.4724,44825.8894,4,North
Y77M,29850.1522,45576.0125,4,North
Y78M,30049.0899,45166.0749,4,North
Y79L,29956.6805,45246.4831,4,North
Y79M,29856.603,45358.8531,4,North
Y8,27772.9219,45686.2734,4,North
Y80M,30167.5966,45330.3961,4,North
Y81M,30194.3665,45535.3488,4,North
Y82M,29935.5818,45679.7181,4,North
Y83L,29649.6679,45882.3415,4,North
Y83M,29505.6858,45847.8567,4,North
Y9,28077.2305,45507.8047,4,North
