car_park_no,x_coord,y_coord,car_park_type,car_park_type_encoded,cluster_label
TB10,26874.703,28321.7568,SURFACE CAR PARK,5,4
TB11,26911.2155,28123.4116,SURFACE CAR PARK,5,4
TB14,25109.3906,29363.2539,SURFACE CAR PARK,5,4
TB17,25740.9065,28588.0794,SURFACE CAR PARK,5,4
TB18,25383.8683,28775.7738,SURFACE CAR PARK,5,4
TB19,25261.3047,28571.479,SURFACE CAR PARK,5,4
TB2,26444.6627,28896.6707,SURFACE CAR PARK,5,4
TB22,25135.612,28488.1817,SURFACE CAR PARK,5,4
TB23,25985.6543,29309.834,SURFACE CAR PARK,5,4
TB27,25595.8755,29374.1443,SURFACE CAR PARK,5,4
TB28,25306,28279.5996,SURFACE CAR PARK,5,4
TB29,25069.197,28402.4038,SURFACE CAR PARK,5,4
TB3,26458.5039,28811.9141,SURFACE CAR PARK,5,4
TB4A,26789.3262,28899.8419,SURFACE CAR PARK,5,4
TB6,26757.168,28492.5299,SURFACE CAR PARK,5,4
TB7,26673.4648,28437.3189,SURFACE CAR PARK,5,4
TB8,26601.755,28348.037,SURFACE CAR PARK,5,4
TB9,26766.3105,28419.3515,SURFACE CAR PARK,5,4
TE1,27236.0312,29306.6816,SURFACE CAR PARK,5,4
TE13,27694.6129,29518.2043,SURFACE CAR PARK,5,4
TE14,27503.2019,28827.5456,SURFACE CAR PARK,5,4
TE2,27083.1099,29159.4607,SURFACE CAR PARK,5,4
TE21,27806.9987,29492.094,SURFACE CAR PARK,5,4
TE22,27918.1167,29540.7605,SURFACE CAR PARK,5,4
TE23,28023.0859,29632.3616,SURFACE CAR PARK,5,4
TE24,27642.8184,29641.8672,SURFACE CAR PARK,5,4
TE25,27718.3359,28870.7891,SURFACE CAR PARK,5,4
TE26,27725.5076,29745.9783,SURFACE CAR PARK,5,4
TE27,27803.2031,29566.7725,SURFACE CAR PARK,5,4
TE28,27925.02,29451.2566,SURFACE CAR PARK,5,4
TE29,27776.6895,29392.8223,SURFACE CAR PARK,5,4
TE3,27201.2559,29132.8223,SURFACE CAR PARK,5,4
TE30,27652.541,29480.3242,SURFACE CAR PARK,5,4
TE4,27390.6755,28981.1406,SURFACE CAR PARK,5,4
TE9,27961.4701,29590.094,SURFACE CAR PARK,5,4
TGML,17541.2774,33778.08,SURFACE CAR PARK,5,0
TGM1,17493.7022,33714.2794,MULTI-STOREY CAR PARK,4,0
TGM2,17424.7554,33821.7982,MULTI-STOREY CAR PARK,4,0
TGM3,17539.8244,33945.2298,MULTI-STOREY CAR PARK,4,0
TGM4,17308.7145,33863.5119,MULTI-STOREY CAR PARK,4,0
TG1,17351.3149,33950.9498,SURFACE CAR PARK,5,0
TG2,17347.6784,33758.6936,SURFACE CAR PARK,5,0
TG3,17500.7539,33654.8242,SURFACE CAR PARK,5,0
TG6,17736.171,33786.4157,SURFACE CAR PARK,5,0
TG7,17869.5236,33600.6696,SURFACE CAR PARK,5,0
THM,24057.579,31174.2517,MULTI-STOREY CAR PARK,4,4
TH1,17014.2385,37502.7133,MULTI-STOREY CAR PARK,4,0
TH1L,17083.0529,37434.8361,SURFACE CAR PARK,5,0
TH2,16769.1809,37606.278,MULTI-STOREY CAR PARK,4,0
TJ1K,15558.467,35156.0339,SURFACE CAR PARK,5,0
TJ18,15681.6343,34890.7603,SURFACE CAR PARK,5,0
TJ27,15507.4392,34380.5493,SURFACE CAR PARK,5,0
TJ28,15439.9056,35477.7143,MULTI-STOREY CAR PARK,4,0
TJ29,15645.0192,34485.0749,MULTI-STOREY CAR PARK,4,0
TJ30,15638.0002,34701.6525,MULTI-STOREY CAR PARK,4,0
TJ31,15708.2643,35640.7797,MULTI-STOREY CAR PARK,4,0
TJ32,15409.2144,35801.6725,MULTI-STOREY CAR PARK,4,0
TJ33,15750.5079,35476.5566,MULTI-STOREY CAR PARK,4,0
TJ34,15894.1114,35134.964,MULTI-STOREY CAR PARK,4,0
TJ35,15665.26,35011.1747,MULTI-STOREY CAR PARK,4,0
TJ36,15892.9516,35376.8603,MULTI-STOREY CAR PARK,4,0
TJ37,15670.2177,35606.278,MULTI-STOREY CAR PARK,4,0
TJ38,15586.8737,34946.2629,MULTI-STOREY CAR PARK,4,0
TJ39,15758.7046,34458.9721,MULTI-STOREY CAR PARK,4,0
TJ40,15555.5191,34733.8176,MULTI-STOREY CAR PARK,4,0
TJ41,15766.9047,34338.9204,MULTI-STOREY CAR PARK,4,0
TJ42,15650.2468,34383.6425,MULTI-STOREY CAR PARK,4,0
TM1A,39432.7734,36189.9885,MULTI-STOREY CAR PARK,4,1
TM10,42126.6048,37272.8556,MULTI-STOREY CAR PARK,4,1
TM11,41934.0052,37388.5874,MULTI-STOREY CAR PARK,4,1
TM12,41788.3197,37546.7093,MULTI-STOREY CAR PARK,4,1
TM13,41998.1122,37604.9556,MULTI-STOREY CAR PARK,4,1
TM14,38823.1951,36807.9012,MULTI-STOREY CAR PARK,4,1
TM15,41232.7759,37756.7953,MULTI-STOREY CAR PARK,4,1
TM16,41011.0361,37538.3082,MULTI-STOREY CAR PARK,4,1
TM17,39648.4301,37036.0523,MULTI-STOREY CAR PARK,4,1
TM18,39653.7508,37167.0637,MULTI-STOREY CAR PARK,4,1
TM19,42025.283,37713.9356,MULTI-STOREY CAR PARK,4,1
W47,24046.4777,48144.5361,SURFACE CAR PARK,5,3
TM20,42211.8682,37802.4125,MULTI-STOREY CAR PARK,4,1
TM21,42150.9608,37058.3057,MULTI-STOREY CAR PARK,4,1
TM22,42413.1125,37152.4367,MULTI-STOREY CAR PARK,4,1
TM23,42340.9357,37417.4815,MULTI-STOREY CAR PARK,4,1
TM24,42258.7221,37501.1231,MULTI-STOREY CAR PARK,4,1
TM25,41930.7103,37865.65,MULTI-STOREY CAR PARK,4,1
TM26,42056.4696,37988.6087,MULTI-STOREY CAR PARK,4,1
TM27,42085.7621,38079.9813,MULTI-STOREY CAR PARK,4,1
TM28,41750.9046,38321.0985,MULTI-STOREY CAR PARK,4,1
TM29,41998.9929,38083.5573,MULTI-STOREY CAR PARK,4,1
TM3,41048.1591,38147.3551,MULTI-STOREY CAR PARK,4,1
TM30,39499.7604,37661.9755,MULTI-STOREY CAR PARK,4,1
TM31,39500.2011,37869.6384,MULTI-STOREY CAR PARK,4,1
TM32,39341.6396,37956.2945,MULTI-STOREY CAR PARK,4,1
TM33,39435.2754,37605.5615,MULTI-STOREY CAR PARK,4,1
TM34,39141.5755,37700.2172,MULTI-STOREY CAR PARK,4,1
TM35,39220.1743,37998.2245,MULTI-STOREY CAR PARK,4,1
TM36,39769.2878,37693.9606,MULTI-STOREY CAR PARK,4,1
TM37,39717.4254,37584.9156,MULTI-STOREY CAR PARK,4,1
TM4,41225.8231,38349.9868,MULTI-STOREY CAR PARK,4,1
TM41,40030.3277,36628.8151,MULTI-STOREY CAR PARK,4,1
TM42,39149.9105,36784.3426,MULTI-STOREY CAR PARK,4,1
TM43,41234.0246,37276.5181,MULTI-STOREY CAR PARK,4,1
TM44,41688.2888,37919.2972,MULTI-STOREY CAR PARK,4,1
TM45,39093.7405,37493.1753,MULTI-STOREY CAR PARK,4,1
TM46,39699.2218,37846.9485,MULTI-STOREY CAR PARK,4,1
TM47,39889.1667,37644.1458,MULTI-STOREY CAR PARK,4,1
TM48,39220.4729,36578.8195,MULTI-STOREY CAR PARK,4,1
TM49,41321.7712,38447.8005,MULTI-STOREY CAR PARK,4,1
TM5,41439.247,38351.4469,MULTI-STOREY CAR PARK,4,1
TM50,38884.1396,37614.9003,MULTI-STOREY CAR PARK,4,1
TM51,38621.1252,37032.665,MULTI-STOREY CAR PARK,4,1
TM52,41621.1301,38435.0165,MULTI-STOREY CAR PARK,4,1
TM53,39726.5335,37438.5434,MULTI-STOREY CAR PARK,4,1
TM54,38750.9399,37292.1188,MULTI-STOREY CAR PARK,4,1
TM55,38838.0939,37441.3741,MULTI-STOREY CAR PARK,4,1
TM56,39969.4029,37388.0959,MULTI-STOREY CAR PARK,4,1
TM6,41691.9427,37261.1308,MULTI-STOREY CAR PARK,4,1
TM7,41833.9252,37212.6124,MULTI-STOREY CAR PARK,4,1
TM8,41787.0937,37067.9473,MULTI-STOREY CAR PARK,4,1
TM9,41997.2837,37271.9383,MULTI-STOREY CAR PARK,4,1
TPB1,30590.6956,35360.7931,MULTI-STOREY CAR PARK,4,4
TPL,29078.289,28819.4744,SURFACE CAR PARK,5,4
TPM,28999.272,28661.7751,MULTI-STOREY CAR PARK,4,4
TPMA,29982.6197,35409.3079,MULTI-STOREY CAR PARK,4,4
TPMB,29326.8155,35027.9474,MULTI-STOREY CAR PARK,4,4
TPMC,29429.1872,36009.9728,MULTI-STOREY CAR PARK,4,4
TPMD,29290.1401,34713.1702,MULTI-STOREY CAR PARK,4,4
TPME,29839.4181,35624.0957,MULTI-STOREY CAR PARK,4,4
TPMF,29366.473,35261.4638,MULTI-STOREY CAR PARK,4,4
TPMG,29196.869,35602.2984,MULTI-STOREY CAR PARK,4,4
TPMH,30679.7745,34913.8565,MULTI-STOREY CAR PARK,4,4
TPMJ,29353.495,35161.8974,MULTI-STOREY CAR PARK,4,4
TPMK,30810.4264,34798.1948,MULTI-STOREY CAR PARK,4,4
TPML,30849.5226,35599.7494,MULTI-STOREY CAR PARK,4,4
TPMM,30747.1931,35686.9065,MULTI-STOREY CAR PARK,4,4
TPMN,29698.2634,35231.2092,MULTI-STOREY CAR PARK,4,4
TPMP,29277.9112,35429.2632,MULTI-STOREY CAR PARK,4,4
TPMQ,29061.1557,35461.8044,MULTI-STOREY CAR PARK,4,4
TPMR,30487.836,35103.3396,MULTI-STOREY CAR PARK,4,4
TPMS,30970.9164,34863.814,MULTI-STOREY CAR PARK,4,4
TPM2,29532.3014,35715.2153,MULTI-STOREY CAR PARK,4,4
TPM3,28992.1869,34772.9821,MULTI-STOREY CAR PARK,4,4
TPM4,29783.6897,35326.4304,MULTI-STOREY CAR PARK,4,4
TPM5,29560.4287,35333.5642,MULTI-STOREY CAR PARK,4,4
TPM6,30371.0062,35230.8425,MULTI-STOREY CAR PARK,4,4
TPM7,29402.5995,35779.293,MULTI-STOREY CAR PARK,4,4
TPM8,30889.8975,35423.8667,MULTI-STOREY CAR PARK,4,4
TPM9,30723.296,35475.5087,MULTI-STOREY CAR PARK,4,4
TP10,30256.17,35233.77,SURFACE CAR PARK,5,4
TP12,30090.95,35135.49,SURFACE CAR PARK,5,4
TP14,30124.42,35341.3,SURFACE CAR PARK,5,4
TP15,29949.23,35517.2,SURFACE CAR PARK,5,4
TP16,29669.0734,35049.0624,SURFACE CAR PARK,5,4
TP17,29699.9143,35107.3661,SURFACE CAR PARK,5,4
TP18,29939.32,34976.48,SURFACE CAR PARK,5,4
TP2,29660.7631,35373.4764,SURFACE CAR PARK,5,4
TP20,29242.9935,34803.2161,SURFACE CAR PARK,5,4
TP22,29193.44,35154.68,SURFACE CAR PARK,5,4
TP27,29329.7942,35524.3536,SURFACE CAR PARK,5,4
TP3,30028.99,35280.77,SURFACE CAR PARK,5,4
TP3A,30325.2783,35742.6437,MULTI-STOREY CAR PARK,4,4
TP30,29448.3398,35862.8984,SURFACE CAR PARK,5,4
TP31,29396.9527,35917.6634,SURFACE CAR PARK,5,4
TP32,29572.6442,35915.372,SURFACE CAR PARK,5,4
TP33,29531.7522,36074.2751,SURFACE CAR PARK,5,4
TP34,30127.27,35573.46,SURFACE CAR PARK,5,4
TP36,30279.3739,35381.5377,SURFACE CAR PARK,5,4
TP4A,30471.7791,35715.3312,MULTI-STOREY CAR PARK,4,4
TP40,30603.6943,34876.733,SURFACE CAR PARK,5,4
TP41,30773.92,34907.95,SURFACE CAR PARK,5,4
TP43,30663.1798,35221.9322,SURFACE CAR PARK,5,4
TP48,30599.96,35527.39,SURFACE CAR PARK,5,4
TP49,30495.5625,35670.9258,SURFACE CAR PARK,5,4
TP50,30349.5891,35671.9011,SURFACE CAR PARK,5,4
TP52,30361.63,35951.68,SURFACE CAR PARK,5,4
TP53,30474.3865,36065.9505,SURFACE CAR PARK,5,4
TP54,30574.9288,35955.0251,SURFACE CAR PARK,5,4
TP56,31018.2569,35434.7302,SURFACE CAR PARK,5,4
TP57,31025.8295,35236.265,SURFACE CAR PARK,5,4
TP59,31047.58,35155.12,SURFACE CAR PARK,5,4
TP60,30107.83,35814.16,SURFACE CAR PARK,5,4
TP61,29669.5764,35018.5085,MULTI-STOREY CAR PARK,4,4
TP62,29907.7722,35952.8982,SURFACE CAR PARK,5,4
TP63,29748.8203,35990.7969,SURFACE CAR PARK,5,4
TP64,29813.3984,36054.5,SURFACE CAR PARK,5,4
TP65,29973.9188,35315.1935,SURFACE CAR PARK,5,4
TP66,30567.354,35273.679,SURFACE CAR PARK,5,4
TP67,30647.8392,34994.1728,SURFACE CAR PARK,5,4
TP68,30890.764,34815.7549,SURFACE CAR PARK,5,4
TP7,29719.04,35774.23,SURFACE CAR PARK,5,4
TP8,29684.0801,35728.6552,SURFACE CAR PARK,5,4
TP8A,29791.3108,35569.197,SURFACE CAR PARK,5,4
TRM,33602.3061,31409.6032,MULTI-STOREY CAR PARK,4,4
TRS,33581.4137,31444.7784,SURFACE CAR PARK,5,4
TR1,31092.8691,33554.6172,SURFACE CAR PARK,5,4
TWM1,19566.0155,40125.5448,MULTI-STOREY CAR PARK,4,2
TWM2,19459.5932,40178.8656,MULTI-STOREY CAR PARK,4,2
TWM3,19541.9487,40262.0437,MULTI-STOREY CAR PARK,4,2
TWM4,19166.6753,40542.0167,MULTI-STOREY CAR PARK,4,2
TWM5,19687.1465,40113.8175,MULTI-STOREY CAR PARK,4,2
TWM6,19638.7886,40229.3595,MULTI-STOREY CAR PARK,4,2
TW1,19301.8301,39963.4141,SURFACE CAR PARK,5,2
TW2,19225.6875,40080.8281,SURFACE CAR PARK,5,2
TW3,19229.041,40255.5469,SURFACE CAR PARK,5,2
TW4,19072.5156,40448.2227,SURFACE CAR PARK,5,2
TY1,21441.5507,35689.479,MULTI-STOREY CAR PARK,4,0
TY2,21359.8594,35627.5039,SURFACE CAR PARK,5,0
TY3T,21219.4283,35808.8247,SURFACE CAR PARK,5,0
TY4,21172.689,35626.0278,SURFACE CAR PARK,5,0
T1,40645.1002,36633.3607,SURFACE CAR PARK,5,1
T11,40241.5939,36993.2916,SURFACE CAR PARK,5,1
T12,40513.9859,37022.0319,SURFACE CAR PARK,5,1
T13,40511.1172,36794.0234,SURFACE CAR PARK,5,1
T15,41292.6602,37256.6602,SURFACE CAR PARK,5,1
T16,41242.6367,37183.9531,SURFACE CAR PARK,5,1
T17,41349.1055,37121.3281,SURFACE CAR PARK,5,1
T18,41423.7376,37254.2715,SURFACE CAR PARK,5,1
T19,41357.6797,37403.3437,SURFACE CAR PARK,5,1
T20,40691.5398,37589.1246,SURFACE CAR PARK,5,1
T24,40682.5014,37392.3908,SURFACE CAR PARK,5,1
T25,40663.4797,37197.2727,SURFACE CAR PARK,5,1
T26,40884.9727,37147.543,SURFACE CAR PARK,5,1
T27,40784.043,37234.2773,SURFACE CAR PARK,5,1
T28,40918.3711,37369.6133,SURFACE CAR PARK,5,1
T29,41092.9461,37347.4683,SURFACE CAR PARK,5,1
T3,40700.7059,36530.5002,SURFACE CAR PARK,5,1
T30,40920.2995,37019.6152,SURFACE CAR PARK,5,1
T31,40760.3906,37026.1929,SURFACE CAR PARK,5,1
T32,41035.0411,36785.1588,SURFACE CAR PARK,5,1
T33,41243.9538,36627.3316,SURFACE CAR PARK,5,1
T34,41284.2492,36781.636,SURFACE CAR PARK,5,1
T35,41456.957,36778.5156,SURFACE CAR PARK,5,1
T37,39468.8647,36543.2578,SURFACE CAR PARK,5,1
T38,39932.1232,36937.4179,SURFACE CAR PARK,5,1
T39,39926.9824,36424.8207,SURFACE CAR PARK,5,1
T4,40964.6909,36395.5354,SURFACE CAR PARK,5,1
T41,39350.702,36706.421,SURFACE CAR PARK,5,1
T42,39062.7271,36823.2135,SURFACE CAR PARK,5,1
T43,39241.8985,37029.2046,SURFACE CAR PARK,5,1
T44,39357.5533,36980.6496,SURFACE CAR PARK,5,1
T45,39338.9023,37240.9629,SURFACE CAR PARK,5,1
T46,39486.3058,37178.0754,SURFACE CAR PARK,5,1
T47,39527.3164,37445.0986,SURFACE CAR PARK,5,1
T47A,39328.7136,37444.6416,MULTI-STOREY CAR PARK,4,1
T47L,39821.519,37570.2027,SURFACE CAR PARK,5,1
T48,39076.7194,37331.671,SURFACE CAR PARK,5,1
T49,38918.6987,37122.0189,SURFACE CAR PARK,5,1
T49A,39139.9893,37058.3736,MULTI-STOREY CAR PARK,4,1
T50,38870.9497,36981.7596,SURFACE CAR PARK,5,1
T51,38948.9356,36763.5017,SURFACE CAR PARK,5,1
T54,40286.9005,37300.6184,SURFACE CAR PARK,5,1
T55,40456.9061,37597.9862,SURFACE CAR PARK,5,1
T56,39079.6727,36911.3845,SURFACE CAR PARK,5,1
T57,39101.1472,36984.4555,SURFACE CAR PARK,5,1
T58,38884.7143,37492.6034,SURFACE CAR PARK,5,1
T7,40518.5548,36401.0077,SURFACE CAR PARK,5,1
T7A,40498.7308,36344.861,MULTI-STOREY CAR PARK,4,1
T72,40496.7609,37796.9601,SURFACE CAR PARK,5,1
T73,40642.7732,37796.0139,SURFACE CAR PARK,5,1
T74,40786.4727,37942.9375,SURFACE CAR PARK,5,1
T75,41035.8679,37933.5266,SURFACE CAR PARK,5,1
T76,41168.0391,38026.2765,SURFACE CAR PARK,5,1
T77,41294.1032,38193.2412,SURFACE CAR PARK,5,1
T78,41120.082,37750.8945,SURFACE CAR PARK,5,1
T79,41482.7031,37721.6602,SURFACE CAR PARK,5,1
T8,40338.7812,36505.4414,SURFACE CAR PARK,5,1
T80,41494.2122,37985.4918,SURFACE CAR PARK,5,1
T81,41871.9858,38044.2348,SURFACE CAR PARK,5,1
T9,40278.3039,36660.4761,SURFACE CAR PARK,5,1
UAM1,33107.6324,35187.5516,MULTI-STOREY CAR PARK,4,4
UA2,33109.332,35098.3344,SURFACE CAR PARK,5,4
UA3,33265.027,35204.8735,SURFACE CAR PARK,5,4
UA4,33075.3159,35275.3778,SURFACE CAR PARK,5,4
UA5,33326.6984,35410.4255,SURFACE CAR PARK,5,1
UA6,33101.2667,35157.3013,SURFACE CAR PARK,5,4
UBA4,34994.9175,35328.5373,SURFACE CAR PARK,5,1
UBKM,32179.7655,33010.5845,MULTI-STOREY CAR PARK,4,4
UBK2,32237.8125,33097.6016,SURFACE CAR PARK,5,4
UBK4,32537.2679,33063.4121,SURFACE CAR PARK,5,4
UBK5,32522.9258,33422.543,SURFACE CAR PARK,5,4
UBM1,32374.0247,32770.798,MULTI-STOREY CAR PARK,4,4
UBM2,32125.5883,32822.4057,MULTI-STOREY CAR PARK,4,4
UCS,28950.0781,29897.9961,SURFACE CAR PARK,5,4
U1,18391.6404,36723.769,SURFACE CAR PARK,5,0
U10,18029.1321,36437.8173,SURFACE CAR PARK,5,0
U11,17982.2826,36616.6603,SURFACE CAR PARK,5,0
U12,18668.6078,36565.8437,SURFACE CAR PARK,5,0
U13,19086.17,36658.92,SURFACE CAR PARK,5,0
U14,19276.68,36568.93,SURFACE CAR PARK,5,0
U15,19332.565,36778.361,SURFACE CAR PARK,5,0
U16,19291.0823,36949.9677,SURFACE CAR PARK,5,0
U17,19484.9573,36912.4024,SURFACE CAR PARK,5,0
U18,19699.5049,37022.2461,SURFACE CAR PARK,5,0
U19,19653.7625,36736.2392,SURFACE CAR PARK,5,0
U2,18316.8368,36887.7302,SURFACE CAR PARK,5,0
U20,19895.4902,36584.6445,SURFACE CAR PARK,5,0
U21,18569.9729,37715.1464,SURFACE CAR PARK,5,0
U22,18339.7245,38092.0958,SURFACE CAR PARK,5,2
U23,18234.0951,38341.652,SURFACE CAR PARK,5,2
U24,18465.58,38439.7002,SURFACE CAR PARK,5,2
U24T,18441.4863,38506.9696,SURFACE CAR PARK,5,2
U25,18728.7311,38350.9289,SURFACE CAR PARK,5,2
U26,18742.24,38064.66,SURFACE CAR PARK,5,2
U27,18846.1378,37962.5676,SURFACE CAR PARK,5,2
U28,18790.052,37772.6738,SURFACE CAR PARK,5,2
U29,18649.5445,37851.9011,MULTI-STOREY CAR PARK,4,2
U3,18098.9773,37055.7538,SURFACE CAR PARK,5,0
U30,19027.5388,37666.3629,SURFACE CAR PARK,5,2
U31,18847.0784,37666.2614,SURFACE CAR PARK,5,2
U32,19018.5011,37355.1895,SURFACE CAR PARK,5,0
U33,18873.0414,37452.2798,SURFACE CAR PARK,5,0
U34,19139.7066,37093.5044,SURFACE CAR PARK,5,0
U38,18124.0483,36539.8249,SURFACE CAR PARK,5,0
U39,18837.6188,36875.2113,MULTI-STOREY CAR PARK,4,0
U4,17973.0318,36974.1108,SURFACE CAR PARK,5,0
U40,18879.8441,36750.5885,MULTI-STOREY CAR PARK,4,0
U41,18955.5289,36844.8175,SURFACE CAR PARK,5,0
U41A,18690.779,36915.3896,SURFACE CAR PARK,5,0
U43,18275.4565,38569.6475,MULTI-STOREY CAR PARK,4,2
U45,19606.6244,36561.0495,MULTI-STOREY CAR PARK,4,0
U46,18463.4479,36256.9749,SURFACE CAR PARK,5,0
U48,18590.8011,38166.1707,SURFACE CAR PARK,5,2
U49,18817.5304,36385.1968,SURFACE CAR PARK,5,0
U5,18135.2799,36917.0123,SURFACE CAR PARK,5,0
U50,19356.5349,36607.8807,SURFACE CAR PARK,5,0
U51,18336.325,38543.2265,MULTI-STOREY CAR PARK,4,2
U52,18172.9985,36305.5813,MULTI-STOREY CAR PARK,4,0
U53,18363.2733,36194.2818,MULTI-STOREY CAR PARK,4,0
U54,19312.2301,36987.8524,MULTI-STOREY CAR PARK,4,0
U55,17419.4393,36994.0568,MULTI-STOREY CAR PARK,4,0
U56,17317.656,37581.4848,MULTI-STOREY CAR PARK,4,0
U57,19323.1576,36459.7662,MULTI-STOREY CAR PARK,4,0
U58,17667.3706,37138.9724,MULTI-STOREY CAR PARK,4,0
U59,19325.1186,36287.363,MULTI-STOREY CAR PARK,4,0
U6,18071.3516,36683.9531,SURFACE CAR PARK,5,0
U60,18060.8019,37237.9017,MULTI-STOREY CAR PARK,4,0
U61,17534.7152,37528.3789,MULTI-STOREY CAR PARK,4,0
U62,17844.6833,37081.9943,MULTI-STOREY CAR PARK,4,0
U63,18710.2749,37928.4781,MULTI-STOREY CAR PARK,4,2
U64,17583.3446,37408.1445,MULTI-STOREY CAR PARK,4,0
U65,17611.6169,37719.6743,MULTI-STOREY CAR PARK,4,0
U66,17572.5965,37864.1469,MULTI-STOREY CAR PARK,4,0
U67,17873.2383,38065.8645,MULTI-STOREY CAR PARK,4,0
U68,17587.8746,37337.6914,MULTI-STOREY CAR PARK,4,0
U69,18000.4363,37685.2975,MULTI-STOREY CAR PARK,4,0
U7,17847.5676,36758.9474,SURFACE CAR PARK,5,0
U70,17773.0352,37655.3275,MULTI-STOREY CAR PARK,4,0
U71,18208.6126,36824.4404,MULTI-STOREY CAR PARK,4,0
U8,17825.5193,36588.034,SURFACE CAR PARK,5,0
U9,17748.6389,36445.3951,SURFACE CAR PARK,5,0
WCB,30072.1484,31241.1484,BASEMENT CAR PARK,0,4
WCC,22802.4706,46289.7139,BASEMENT CAR PARK,0,3
WDB1,30217.526,33669.5658,BASEMENT CAR PARK,0,4
WGL,24755.5543,47642.245,SURFACE CAR PARK,5,3
W10,21545.6709,46781.8077,SURFACE CAR PARK,5,3
W100,23428.6148,45604.437,SURFACE CAR PARK,5,3
W101,24936.0215,47134.7585,MULTI-STOREY CAR PARK,4,3
W102,25028.4866,46986.64,MULTI-STOREY CAR PARK,4,3
W103,23995.6932,47488.7994,MULTI-STOREY CAR PARK,4,3
W104,25131.0901,47292.9142,MULTI-STOREY CAR PARK,4,3
W105,25278.0655,47369.5027,MULTI-STOREY CAR PARK,4,3
W106,25235.6886,47178.0376,MULTI-STOREY CAR PARK,4,3
W107,23134.4358,45725.666,SURFACE CAR PARK,5,3
W108,21543.8287,45922.7283,SURFACE CAR PARK,5,3
W109,23995.785,47408.7711,SURFACE CAR PARK,5,3
W11,21255.3672,47104.1328,SURFACE CAR PARK,5,3
W11M,21271.52,47154.7049,MULTI-STOREY CAR PARK,4,3
W12M,21198.8774,47366.6434,MULTI-STOREY CAR PARK,4,3
W13,21488.674,47244.6194,SURFACE CAR PARK,5,3
W14,21284.6738,47633.2891,SURFACE CAR PARK,5,3
W16,22275.6094,46924.5039,SURFACE CAR PARK,5,3
W17,22249.7662,46486.5748,SURFACE CAR PARK,5,3
W18,22115.7552,46747.594,SURFACE CAR PARK,5,3
W181,21988.2079,46815.199,MULTI-STOREY CAR PARK,4,3
W182,21621.1257,46318.1491,MULTI-STOREY CAR PARK,4,3
W185,21673.9257,46440.8216,MULTI-STOREY CAR PARK,4,3
W187,21499.7537,46568.872,MULTI-STOREY CAR PARK,4,3
W19,21755.788,46587.4955,SURFACE CAR PARK,5,3
W20,21482.2371,46304.8149,SURFACE CAR PARK,5,3
W21,21847.2739,46264.664,SURFACE CAR PARK,5,3
W23,22191.7187,45992.2266,SURFACE CAR PARK,5,3
W23T,22109.3581,45893.4989,SURFACE CAR PARK,5,3
W24,21992.0066,45860.9547,SURFACE CAR PARK,5,3
W25,21642.9242,45782.9456,SURFACE CAR PARK,5,3
W26,21430.5762,45933.9805,SURFACE CAR PARK,5,3
W27,21388.7832,45861.0977,SURFACE CAR PARK,5,3
W28,21382.8242,45760.7109,SURFACE CAR PARK,5,3
W29,21484.0352,45758.1875,SURFACE CAR PARK,5,3
W3,20906.7446,46925.2015,SURFACE CAR PARK,5,3
W30,21406.332,45779.8253,MULTI-STOREY CAR PARK,4,3
W36,22780.8105,47005.8672,SURFACE CAR PARK,5,3
W37,23227.4135,47060.8098,SURFACE CAR PARK,5,3
W39,23315.9648,46842.418,SURFACE CAR PARK,5,3
W4,21704.3672,47125.2891,SURFACE CAR PARK,5,3
W4M,21619.4951,47025.8162,MULTI-STOREY CAR PARK,4,3
W40,23403.6522,47029.9515,SURFACE CAR PARK,5,3
W41,23548.9652,46854.6331,SURFACE CAR PARK,5,3
W43,21182.9312,45692.8787,MULTI-STOREY CAR PARK,4,3
W44,21205.5217,45525.4699,MULTI-STOREY CAR PARK,4,3
W45,21528.0175,45524.5271,MULTI-STOREY CAR PARK,4,3
W46,21362.6102,45378.0962,MULTI-STOREY CAR PARK,4,3
W48,23070.931,47203.7395,MULTI-STOREY CAR PARK,4,3
W49,23405.0247,47174.9596,MULTI-STOREY CAR PARK,4,3
W5,21865.5141,46936.8596,SURFACE CAR PARK,5,3
W5M,21927.7465,47034.7509,MULTI-STOREY CAR PARK,4,3
W50,23590.4851,47176.9397,MULTI-STOREY CAR PARK,4,3
W505,23357.861,45984.0543,MULTI-STOREY CAR PARK,4,3
W509,23101.6173,46110.9586,MULTI-STOREY CAR PARK,4,3
W51,23472.5842,47106.6555,MULTI-STOREY CAR PARK,4,3
W516,23265.6873,46208.4999,MULTI-STOREY CAR PARK,4,3
W517,23348.3676,46205.981,MULTI-STOREY CAR PARK,4,3
W519,23440.3014,46253.1124,MULTI-STOREY CAR PARK,4,3
W52,23122.1725,47008.073,MULTI-STOREY CAR PARK,4,3
W521,23581.4144,46183.1367,MULTI-STOREY CAR PARK,4,3
W523,23613.71,46071.6238,MULTI-STOREY CAR PARK,4,3
W525,23506.2589,46033.557,MULTI-STOREY CAR PARK,4,3
W527,23463.7611,45965.5899,MULTI-STOREY CAR PARK,4,3
W53,23338.8254,47350.3849,MULTI-STOREY CAR PARK,4,3
W536,23348.8456,45873.6556,MULTI-STOREY CAR PARK,4,3
W54,23076.3795,46789.1914,MULTI-STOREY CAR PARK,4,3
W546,23558.6725,45719.8134,MULTI-STOREY CAR PARK,4,3
