car_park_no,x_coord,y_coord,car_park_type,car_park_type_encoded,cluster_label
B99M,37954.0727,34412.5835,MULTI-STOREY CAR PARK,4,1
CAM,24092.2494,31574.3039,MULTI-STOREY CAR PARK,4,4
CCKC,18254.4236,40780.2921,BASEMENT CAR PARK,0,2
CCM,24269.3904,31777.7395,MULTI-STOREY CAR PARK,4,4
CC1,37970.7792,34316.7372,SURFACE CAR PARK,5,1
CC10,38267.4015,34545.0259,SURFACE CAR PARK,5,1
CC11,37828.6078,34590.3599,SURFACE CAR PARK,5,1
CC12,38194.9297,34332.7592,BASEMENT CAR PARK,0,1
CC4,37801.1879,34221.6662,SURFACE CAR PARK,5,1
CC5,38025.2345,34117.8358,SURFACE CAR PARK,5,1
CC6,38043.4844,33973.1328,SURFACE CAR PARK,5,1
CC7,38279.717,34164.7007,SURFACE CAR PARK,5,1
CC8,37584.5733,34347.0451,SURFACE CAR PARK,5,1
CC9,38313.9557,34438.2547,SURFACE CAR PARK,5,1
CDM,23934.8536,31553.8887,MULTI-STOREY CAR PARK,4,4
CKK1,18073.929,40606.0548,SURFACE CAR PARK,5,2
CKM1,17706.6149,40616.7716,MULTI-STOREY CAR PARK,4,2
CKM2,18365.515,42251.984,MULTI-STOREY CAR PARK,4,2
CKM3,17241.061,40350.4217,MULTI-STOREY CAR PARK,4,2
CKM4,17384.4024,40068.5078,MULTI-STOREY CAR PARK,4,2
CKM5,17135.7982,40142.8636,MULTI-STOREY CAR PARK,4,2
CKM6,17141.5616,39946.6052,MULTI-STOREY CAR PARK,4,2
CKM7,17288.8253,39773.897,MULTI-STOREY CAR PARK,4,2
CKM8,17432.5108,39671.7658,MULTI-STOREY CAR PARK,4,2
CKM9,17981.6699,39927.7497,MULTI-STOREY CAR PARK,4,2
CKT1,17457.2727,40253.9548,SURFACE CAR PARK,5,2
CKT2,17986.1193,40839.8157,SURFACE CAR PARK,5,2
CK1,19169.1019,39939.7774,SURFACE CAR PARK,5,2
CK10,18219.6466,40274.898,MULTI-STOREY CAR PARK,4,2
CK11,17822.7967,40079.0923,MULTI-STOREY CAR PARK,4,2
CK12,17816.8828,40361.3125,SURFACE CAR PARK,5,2
CK13,17841.917,40541.616,SURFACE CAR PARK,5,2
CK14,17897.997,40235.3892,SURFACE CAR PARK,5,2
CK15,17716.2981,40045.082,SURFACE CAR PARK,5,2
CK16,17528.125,40178.0781,SURFACE CAR PARK,5,2
CK17,17691.7227,40448.332,SURFACE CAR PARK,5,2
CK18,18797.0391,40329.4648,SURFACE CAR PARK,5,2
CK19,18875.7734,40272.4492,SURFACE CAR PARK,5,2
CK2,18880.332,40136.4375,SURFACE CAR PARK,5,2
CK20,17629.7003,40593.1789,SURFACE CAR PARK,5,2
CK22,18276.2056,40644.1197,MULTI-STOREY CAR PARK,4,2
CK23,17782.5234,40677.3633,SURFACE CAR PARK,5,2
CK24,17983.1711,40586.8844,SURFACE CAR PARK,5,2
CK25,18031.459,40472.3086,SURFACE CAR PARK,5,2
CK26,17943.7793,40730.3711,SURFACE CAR PARK,5,2
CK28,18079.0694,40228.4669,MULTI-STOREY CAR PARK,4,2
CK29,18072.2888,40190.9725,SURFACE CAR PARK,5,2
CK3,18734.6348,40064.9164,SURFACE CAR PARK,5,2
CK3A,18725.4974,40162.9532,MULTI-STOREY CAR PARK,4,2
CK30,18213.6543,40111.7031,SURFACE CAR PARK,5,2
CK31,18164.3898,40080.8939,MULTI-STOREY CAR PARK,4,2
CK32,18055.7989,39931.0181,MULTI-STOREY CAR PARK,4,2
CK33,17943.2973,41180.8424,MULTI-STOREY CAR PARK,4,2
CK34,17736.9363,41167.5327,MULTI-STOREY CAR PARK,4,2
CK35,17881.6424,41361.0029,MULTI-STOREY CAR PARK,4,2
CK36,17735.8704,41577.6177,MULTI-STOREY CAR PARK,4,2
CK37,17863.0257,41773.0092,MULTI-STOREY CAR PARK,4,2
CK38,18148.0534,41666.0012,MULTI-STOREY CAR PARK,4,2
CK39,18090.945,42004.5732,MULTI-STOREY CAR PARK,4,2
CK4,18912.6962,40234.9502,SURFACE CAR PARK,5,2
CK4A,18972.5753,40347.8975,SURFACE CAR PARK,5,2
CK40,18298.9982,41919.8106,MULTI-STOREY CAR PARK,4,2
CK41,18333.4408,41430.698,MULTI-STOREY CAR PARK,4,2
CK42,18363.8684,41631.0171,MULTI-STOREY CAR PARK,4,2
CK44,18631.6662,41611.081,MULTI-STOREY CAR PARK,4,2
CK45,18724.0529,41824.3887,MULTI-STOREY CAR PARK,4,2
CK46,18675.6762,41907.1414,MULTI-STOREY CAR PARK,4,2
CK47,18471.7225,41904.1787,MULTI-STOREY CAR PARK,4,2
CK48,18189.9873,42143.3391,MULTI-STOREY CAR PARK,4,2
CK49,18006.9629,42295.9806,MULTI-STOREY CAR PARK,4,2
CK5,19030.3926,40238.918,SURFACE CAR PARK,5,2
CK50,18031.8277,42477.9839,MULTI-STOREY CAR PARK,4,2
CK51,18459.6171,42391.2166,MULTI-STOREY CAR PARK,4,2
CK52,18754.0711,42503.4389,MULTI-STOREY CAR PARK,4,2
CK53,18748.505,42602.4434,MULTI-STOREY CAR PARK,4,2
CK54,18629.4583,42224.5521,BASEMENT CAR PARK,0,2
CK55,18561.8248,42111.2701,COVERED CAR PARK,1,2
CK56,18357.265,42562.8339,MULTI-STOREY CAR PARK,4,2
CK57,18541.2289,42678.1909,MULTI-STOREY CAR PARK,4,2
CK58,18157.8829,42638.4707,MULTI-STOREY CAR PARK,4,2
CK59,17841.6171,39866.5767,MULTI-STOREY CAR PARK,4,2
CK6,19073.3023,40300.0728,SURFACE CAR PARK,5,2
CK6A,19076.7918,40333.5431,MULTI-STOREY CAR PARK,4,2
CK60,18268.595,42905.4416,MULTI-STOREY CAR PARK,4,2
CK61,18607.321,42882.7597,MULTI-STOREY CAR PARK,4,2
CK62,18715.5324,42855.1194,MULTI-STOREY CAR PARK,4,2
CK63,18826.1888,42747.1959,MULTI-STOREY CAR PARK,4,2
CK64,18872.7705,42404.3378,MULTI-STOREY CAR PARK,4,2
CK65,18064.0069,41548.1433,SURFACE CAR PARK,5,2
CK66,18233.5224,41769.4117,MULTI-STOREY CAR PARK,4,2
CK7,18945.8673,40250.2699,MULTI-STOREY CAR PARK,4,2
CK70,17408.5254,39880.0108,MULTI-STOREY CAR PARK,4,2
CK71,17467.9916,39852.8673,MULTI-STOREY CAR PARK,4,2
CK72,17718.345,39728.0193,MULTI-STOREY CAR PARK,4,2
CK73,17994.5933,39697.5018,MULTI-STOREY CAR PARK,4,2
CK74,17975.1882,39477.9306,MULTI-STOREY CAR PARK,4,2
CK75,18119.3938,39664.2718,MULTI-STOREY CAR PARK,4,2
CK76,18305.5202,39560.1044,MULTI-STOREY CAR PARK,4,2
CK77,18361.9468,39838.3954,MULTI-STOREY CAR PARK,4,2
CK78,18660.8389,39885.9891,MULTI-STOREY CAR PARK,4,2
CK79,18695.601,39679.8718,MULTI-STOREY CAR PARK,4,2
CK8,18405.5916,40449.7464,SURFACE CAR PARK,5,2
CK8A,18614.0227,40353.8181,MULTI-STOREY CAR PARK,4,2
CK9,18162.1088,40384.5044,SURFACE CAR PARK,5,2
CK9A,18449.8356,40217.8144,SURFACE CAR PARK,5,2
CLM,25894.5957,30541.7316,MULTI-STOREY CAR PARK,4,4
CLNA,20180.2167,33851.5291,MULTI-STOREY CAR PARK,4,0
CLRG,20283.9283,33479.407,MULTI-STOREY CAR PARK,4,0
CLTR,20411.5945,33513.7467,MULTI-STOREY CAR PARK,4,0
CM1,28656.4003,28548.62,MULTI-STOREY CAR PARK,4,4
CR1,31337.5185,31734.6056,SURFACE CAR PARK,5,4
CR1A,31521.2359,31781.8809,SURFACE CAR PARK,5,4
CR1B,31565.7734,31819.2245,SURFACE CAR PARK,5,4
CR2,31599.1055,31890.8184,SURFACE CAR PARK,5,4
CR29,30612.5155,32012.4666,SURFACE CAR PARK,5,4
CR3,31450.707,31933.4004,SURFACE CAR PARK,5,4
CR30,30406.377,32213.3125,SURFACE CAR PARK,5,4
CR31,30379.3535,32063.9883,SURFACE CAR PARK,5,4
CR4,31351.9277,31854.1587,SURFACE CAR PARK,5,4
CR5,31218.4922,31730.7441,SURFACE CAR PARK,5,4
CR7,31229.7422,31984.8511,SURFACE CAR PARK,5,4
CSM,28873.2635,29983.8819,MULTI-STOREY CAR PARK,4,4
CTM1,20293.6227,33003.4096,MULTI-STOREY CAR PARK,4,0
CVBK,31083.7452,33199.2328,MULTI-STOREY CAR PARK,4,4
CV1,45233.8667,41140.4649,MECHANISED AND SURFACE CAR PARK,2,1
CV2,45212.8158,41314.4339,SURFACE CAR PARK,5,1
CV3,45045.6516,41323.3393,SURFACE CAR PARK,5,1
CV4,45264.5806,41344.1397,SURFACE CAR PARK,5,1
CY,30264.3593,31442.1456,SURFACE CAR PARK,5,4
C10,20837.8461,33414.5726,SURFACE CAR PARK,5,0
C11,20522.6462,33009.6141,SURFACE CAR PARK,5,0
C12,20519.9139,33782.4237,SURFACE CAR PARK,5,0
C13M,20528.1198,33646.8063,MULTI-STOREY CAR PARK,4,0
C14M,20417.4455,33296.1766,MULTI-STOREY CAR PARK,4,0
C15M,20290.6787,33170.3249,MULTI-STOREY CAR PARK,4,0
C16,20116.5191,32955.7857,SURFACE CAR PARK,5,0
C17,20273.9935,32905.3373,SURFACE CAR PARK,5,0
C18,20215.8784,32729.9597,SURFACE CAR PARK,5,0
C18A,20306.3068,32672.9468,SURFACE CAR PARK,5,0
C19M,20269.322,32850.6337,MULTI-STOREY CAR PARK,4,0
C2M,20717.3694,32581.3946,MULTI-STOREY CAR PARK,4,0
C20,20425.9232,32848.95,SURFACE CAR PARK,5,0
C20M,20469.2131,32645.0967,MULTI-STOREY CAR PARK,4,0
C21L,20624.0039,32590.9865,SURFACE CAR PARK,5,0
C21M,20566.6991,32662.4476,MULTI-STOREY CAR PARK,4,0
C22M,20991.1005,33766.9817,MULTI-STOREY CAR PARK,4,0
C24,21096.4707,34048.6484,SURFACE CAR PARK,5,0
C25,20840.7482,33844.4911,SURFACE CAR PARK,5,0
C26,20945.3775,33870.6421,SURFACE CAR PARK,5,0
C27,21010.3372,33832.437,SURFACE CAR PARK,5,0
C28,20211.495,33712.5638,SURFACE CAR PARK,5,0
C28M,20070.902,33845.674,MULTI-STOREY CAR PARK,4,0
C29,19754.8437,32767.8945,SURFACE CAR PARK,5,0
C29A,19749.6211,32629.2695,SURFACE CAR PARK,5,0
C3M,20967.8189,32458.1382,MULTI-STOREY CAR PARK,4,0
C3ML,20852.22,32522.1809,SURFACE CAR PARK,5,0
C30,19998.4863,32640.0059,SURFACE CAR PARK,5,0
C31,19907.0039,32541.0547,SURFACE CAR PARK,5,0
C32,19738.0729,32326.8057,SURFACE CAR PARK,5,0
C33,20603.5028,31877.1704,SURFACE CAR PARK,5,0
C34,19944.5184,32148.1942,SURFACE CAR PARK,5,0
C35,20000.4883,31993.6074,SURFACE CAR PARK,5,0
C36,20236.2232,31960.1377,SURFACE CAR PARK,5,0
C37,20282.323,31764.2687,SURFACE CAR PARK,5,0
C38,20121.5156,31683.3711,SURFACE CAR PARK,5,0
C39,20089.6113,32510.9746,SURFACE CAR PARK,5,0
C4M,21009.1656,32642.4126,MULTI-STOREY CAR PARK,4,0
C40L,20273.1009,31460.4731,SURFACE CAR PARK,5,0
C40M,20275.5121,31340.853,MULTI-STOREY CAR PARK,4,0
C41,20789.5326,31386.0593,SURFACE CAR PARK,5,0
C5,20905.8297,32821.8286,SURFACE CAR PARK,5,0
C6,20696.2978,32975.0306,SURFACE CAR PARK,5,0
C7,21037.2754,33018.7828,SURFACE CAR PARK,5,0
C8,20800.9102,33216.8047,SURFACE CAR PARK,5,0
C9,20988.0194,33324.5654,SURFACE CAR PARK,5,0
DRM1,25576.6096,29218.1692,MULTI-STOREY CAR PARK,4,4
DRM2,25165.8976,29305.1091,MULTI-STOREY CAR PARK,4,4
DRM3,25390.1316,29254.1321,MULTI-STOREY CAR PARK,4,4
DRM4,25668.1428,29257.6985,MULTI-STOREY CAR PARK,4,4
DRM5,25346.6693,29308.7018,BASEMENT CAR PARK,0,4
DRS,25737.908,29213.3689,SURFACE CAR PARK,5,4
DSRL,24864.8825,31078.208,SURFACE CAR PARK,5,4
DSR1,24685.6441,31202.2045,MULTI-STOREY CAR PARK,4,4
DSR2,24885.23,31140.1423,MULTI-STOREY CAR PARK,4,4
DUXM,28860.8985,28827.1925,BASEMENT CAR PARK,0,4
DWSO,25064.6593,30982.3473,MULTI-STOREY CAR PARK,4,4
DWSP,25620.1022,30938.7202,MULTI-STOREY CAR PARK,4,4
DWST,25626.2862,30840.6986,MULTI-STOREY CAR PARK,4,4
DWSV,25362.2059,30853.9755,MULTI-STOREY CAR PARK,4,4
DWVT,25420.9278,30734.4029,MULTI-STOREY CAR PARK,4,4
ECM,35602.0712,33584.2527,MULTI-STOREY CAR PARK,4,1
ECML,35592.0791,33722.6334,SURFACE CAR PARK,5,1
ECM2,35493.2923,33564.1391,MULTI-STOREY CAR PARK,4,1
EC2,35915.3437,33873.7578,SURFACE CAR PARK,5,1
EC3,35919.0977,33712.4297,SURFACE CAR PARK,5,1
EC4,35720.628,33641.6254,SURFACE CAR PARK,5,1
EC5,35717.5859,33809.3711,SURFACE CAR PARK,5,1
EC7,35601.9233,33339.4481,SURFACE CAR PARK,5,1
EC7T,35554.1536,33406.7099,SURFACE CAR PARK,5,1
EC8,35778.02,33499.0305,SURFACE CAR PARK,5,1
EI1,35070.0793,33964.0908,SURFACE CAR PARK,5,1
EI3,35240.6635,33456.9535,SURFACE CAR PARK,5,1
EPL,28733.8679,28847.7781,SURFACE CAR PARK,5,4
EPM,28622.0835,28739.5121,MULTI-STOREY CAR PARK,4,4
FRM,31121.2668,32341.4155,MULTI-STOREY CAR PARK,4,4
FR2C,25150.3008,33394.0586,COVERED CAR PARK,1,4
FR2S,25091.4622,33354.5073,SURFACE CAR PARK,5,4
FR3M,24983.1434,33218.9585,MULTI-STOREY CAR PARK,4,4
FR4M,25130.4814,33238.9594,MULTI-STOREY CAR PARK,4,4
GBM,31930.2182,33890.9953,MULTI-STOREY CAR PARK,4,4
GEM,34041.285,33588.5472,MULTI-STOREY CAR PARK,4,4
GEML,34068.7879,33577.593,SURFACE CAR PARK,5,4
GE1A,33577.7747,33572.0259,SURFACE CAR PARK,5,4
GE1B,33973.3743,33717.7668,SURFACE CAR PARK,5,4
GE1C,33896.2141,33557.8016,SURFACE CAR PARK,5,4
GE1D,34214.9727,33789.4883,SURFACE CAR PARK,5,4
GE1E,33687.9721,33553.6719,SURFACE CAR PARK,5,4
GE1F,33666.5701,33497.1087,SURFACE CAR PARK,5,4
GE1G,33897.2922,33690.8917,SURFACE CAR PARK,5,4
GE2,33733.7656,33357.2852,SURFACE CAR PARK,5,4
GE3,34014.6484,33308.1484,SURFACE CAR PARK,5,4
GE5,34037.1328,33202.9687,SURFACE CAR PARK,5,4
GMLM,22713.9209,32338.0954,MULTI-STOREY CAR PARK,4,4
GM1A,22836.9123,32767.7127,MULTI-STOREY CAR PARK,4,4
GM1B,22985.068,32801.7739,MULTI-STOREY CAR PARK,4,4
GM1M,22552.3566,32407.3317,MULTI-STOREY CAR PARK,4,4
GM2,22974.2865,32655.7823,SURFACE CAR PARK,5,4
GM2A,22874.5952,32575.0244,MULTI-STOREY CAR PARK,4,4
GM3,23051.41,32606.52,SURFACE CAR PARK,5,4
GM5,23013.32,32520.93,SURFACE CAR PARK,5,4
GM6A,23036.915,32422.5932,MULTI-STOREY CAR PARK,4,4
GM6B,22917.7735,32435.7026,MULTI-STOREY CAR PARK,4,4
GSM,35236.2639,33275.6378,MULTI-STOREY CAR PARK,4,1
GSML,35252.7807,33256.2338,SURFACE CAR PARK,5,1
HCM,26691.3633,30161.685,MULTI-STOREY CAR PARK,4,4
HDBH,29669.4119,34933.9237,BASEMENT CAR PARK,0,4
HE1,26779.8906,30181.1563,SURFACE CAR PARK,5,4
HE12,26367.5806,30069.2434,SURFACE CAR PARK,5,4
HE14,26768.4355,29793.2871,SURFACE CAR PARK,5,4
HE17,26561.0277,29871.6493,SURFACE CAR PARK,5,4
HE19,26627.3867,30326.9473,SURFACE CAR PARK,5,4
HE22,26834.7218,30269.4645,SURFACE CAR PARK,5,4
HE24,26627.4121,29677.5937,SURFACE CAR PARK,5,4
HE3,26708.25,29683.2227,SURFACE CAR PARK,5,4
HE4,26827.4609,29545.2148,SURFACE CAR PARK,5,4
HE9,26650.6074,29571.3613,SURFACE CAR PARK,5,4
HG1,34773.1311,38246.9455,SURFACE CAR PARK,5,1
HG1A,35619.4738,40071.2687,MULTI-STOREY CAR PARK,4,1
HG1B,35497.5223,39745.8425,MULTI-STOREY CAR PARK,4,1
HG1C,35850.5915,39983.2046,MULTI-STOREY CAR PARK,4,1
HG1D,34765.7308,38421.4154,MULTI-STOREY CAR PARK,4,1
HG1E,34832.7635,38300.6631,MULTI-STOREY CAR PARK,4,1
HG1F,33985.8567,37798.8386,MULTI-STOREY CAR PARK,4,1
HG10,34361.8201,37404.5949,SURFACE CAR PARK,5,1
HG11,34862.2295,38666.4192,SURFACE CAR PARK,5,1
HG12,35216.1904,38747.8164,SURFACE CAR PARK,5,1
HG13,35261.0156,38873.8796,SURFACE CAR PARK,5,1
HG14,35023.2798,39024.5479,SURFACE CAR PARK,5,1
HG15,33942.0874,37892.5664,SURFACE CAR PARK,5,1
HG16,34095.5904,37977.2274,SURFACE CAR PARK,5,1
HG17,34080.7076,37750.4416,SURFACE CAR PARK,5,1
HG18,34191.1758,37792.5508,SURFACE CAR PARK,5,1
HG19,33618.2651,37216.3433,SURFACE CAR PARK,5,1
HG2,34533.3906,38329.9531,SURFACE CAR PARK,5,1
HG2A,35501.0297,39817.8795,MULTI-STOREY CAR PARK,4,1
HG2B,33468.3697,39724.6803,MULTI-STOREY CAR PARK,4,1
HG2C,35112.2965,39125.1711,MULTI-STOREY CAR PARK,4,1
HG2D,33994.2969,40153.4168,SURFACE CAR PARK,5,1
HG20,33910.4258,36933.0703,SURFACE CAR PARK,5,1
HG22,33243.2373,37175.2101,SURFACE CAR PARK,5,1
HG23,34480.0781,37732.4375,SURFACE CAR PARK,5,1
HG24,34496.2494,37985.1602,SURFACE CAR PARK,5,1
HG26,35293.1914,39057.5898,SURFACE CAR PARK,5,1
HG29,35318.5017,39372.252,SURFACE CAR PARK,5,1
HG3A,33282.6779,40818.5609,MULTI-STOREY CAR PARK,4,1
HG3B,33375.828,40694.4027,MULTI-STOREY CAR PARK,4,1
HG3C,33418.229,40968.2736,MULTI-STOREY CAR PARK,4,1
HG3D,33158.7215,40684.5984,MULTI-STOREY CAR PARK,4,1
HG3E,33602.1418,40785.1834,MULTI-STOREY CAR PARK,4,1
HG3L,33373.4677,40905.5905,SURFACE CAR PARK,5,1
HG30,35083.1678,39473.6275,SURFACE CAR PARK,5,1
HG31,35031.5866,39712.0645,SURFACE CAR PARK,5,1
HG32,33869.4973,39265.7089,SURFACE CAR PARK,5,1
HG33,33681.9766,39065.4219,SURFACE CAR PARK,5,1
HG34,33362.3594,39106.8477,SURFACE CAR PARK,5,1
HG35,34192.6367,38725.0781,SURFACE CAR PARK,5,1
HG36,34041.3045,38684.032,SURFACE CAR PARK,5,1
HG37,34015.3359,39445.9023,SURFACE CAR PARK,5,1
HG38,34340.7388,39488.4518,SURFACE CAR PARK,5,1
HG39,33859.2191,39106.9608,SURFACE CAR PARK,5,1
HG4,34417.4102,38475.2617,SURFACE CAR PARK,5,1
HG40,34539.9612,37136.0181,SURFACE CAR PARK,5,1
HG41,33122.7539,39254.3111,SURFACE CAR PARK,5,1
HG42,33575.4429,39573.3197,SURFACE CAR PARK,5,1
HG43,33674.0721,39346.8732,SURFACE CAR PARK,5,1
HG44,33899.488,39516.6851,SURFACE CAR PARK,5,1
HG45,33877.2539,39766.0352,SURFACE CAR PARK,5,1
HG46,33969.957,39760.9531,SURFACE CAR PARK,5,1
HG47,34748.896,39244.171,MULTI-STOREY CAR PARK,4,1
HG48,34763.52,39713.1288,SURFACE CAR PARK,5,1
HG49,34837.5859,40085.5664,SURFACE CAR PARK,5,1
HG5,34565.1384,38599.6502,SURFACE CAR PARK,5,1
HG50,34456.3578,39923.9507,SURFACE CAR PARK,5,1
HG51,34320.5249,40069.8193,SURFACE CAR PARK,5,1
HG52,34280.7309,40250.2304,SURFACE CAR PARK,5,1
HG53,34386.2027,39209.6336,MULTI-STOREY CAR PARK,4,1
HG54,33679.7387,37636.4156,MULTI-STOREY CAR PARK,4,1
HG55,34665.4285,39409.9585,SURFACE CAR PARK,5,1
HG56,34321.5593,39246.2794,SURFACE CAR PARK,5,1
HG57,35081.043,37491.8984,SURFACE CAR PARK,5,1
HG58,35056,37688.4219,SURFACE CAR PARK,5,1
HG59,34677.457,36999.3906,SURFACE CAR PARK,5,1
HG60,34440.7881,40108.8916,MULTI-STOREY CAR PARK,4,1
HG61,34213.8314,40180.7212,MULTI-STOREY CAR PARK,4,1
HG62,34147.6282,40310.4206,MULTI-STOREY CAR PARK,4,1
HG63,35127.5269,39373.949,MULTI-STOREY CAR PARK,4,1
HG64,33895.9179,39593.254,SURFACE CAR PARK,5,1
HG65,34622.7764,36051.0336,SURFACE CAR PARK,5,1
HG66,34913.4572,35860.8756,SURFACE CAR PARK,5,1
HG67,34955.3741,39587.9068,SURFACE CAR PARK,5,1
HG68,34512.6726,39104.8807,MULTI-STOREY CAR PARK,4,1
HG69,34638.456,39111.1082,MULTI-STOREY CAR PARK,4,1
HG7,34063.4941,37305.6551,SURFACE CAR PARK,5,1
HG70,34141.9377,40105.4776,MULTI-STOREY CAR PARK,4,1
HG71,33904.3999,39964.9457,MULTI-STOREY CAR PARK,4,1
HG72,33852.9205,40066.849,MULTI-STOREY CAR PARK,4,1
HG73,33590.2913,40031.4783,MULTI-STOREY CAR PARK,4,1
HG74,34093.2753,36992.4181,MULTI-STOREY CAR PARK,4,1
HG75,34196.4873,36967.1434,MULTI-STOREY CAR PARK,4,1
HG76,33136.5776,37096.1058,MULTI-STOREY CAR PARK,4,1
HG77,33667.3839,39716.3125,MULTI-STOREY CAR PARK,4,1
HG78,33558.5205,39862.4297,MULTI-STOREY CAR PARK,4,1
HG79,33249.7444,39781.9719,MULTI-STOREY CAR PARK,4,1
HG80,33091.2937,39576.5271,MULTI-STOREY CAR PARK,4,1
HG81,35344.4023,38110.0508,SURFACE CAR PARK,5,1
HG82,35706.5,38048.3008,SURFACE CAR PARK,5,1
HG83,35650.3728,37831.2487,SURFACE CAR PARK,5,1
HG84,35239,37964.8945,SURFACE CAR PARK,5,1
HG85,35362.1016,38036.1953,SURFACE CAR PARK,5,1
HG86,33253.8313,39628.6415,MULTI-STOREY CAR PARK,4,1
HG87,32957.2644,39767.9074,MULTI-STOREY CAR PARK,4,1
HG88,34150.9965,39781.4108,MULTI-STOREY CAR PARK,4,1
HG89,34756.316,39980.4127,MULTI-STOREY CAR PARK,4,1
HG9,33698.1131,37886.9986,SURFACE CAR PARK,5,1
HG9T,33778.1037,37858.0136,SURFACE CAR PARK,5,1
HG90,32955.07,39984.6887,MULTI-STOREY CAR PARK,4,1
HG91,33219.5565,39999.7403,MULTI-STOREY CAR PARK,4,1
HG92,34311.515,38261.6987,MULTI-STOREY CAR PARK,4,1
HG93,33208.1321,40216.5463,MULTI-STOREY CAR PARK,4,1
HG94,33267.1427,40391.5643,MULTI-STOREY CAR PARK,4,1
HG95,34319.1474,37341.5832,MULTI-STOREY CAR PARK,4,1
HG96,34282.3014,37198.2092,SURFACE CAR PARK,5,1
HG97,34837.3954,39248.3805,SURFACE CAR PARK,5,1
HG98,32938.9335,40216.0826,MULTI-STOREY CAR PARK,4,1
HG99,34202.0544,36839.2199,SURFACE CAR PARK,5,1
HLM,29354.6692,29687.508,MULTI-STOREY CAR PARK,4,4
HRM,26668.6582,29993.0383,MULTI-STOREY CAR PARK,4,4
HR1,35147.8437,32640.4844,SURFACE CAR PARK,5,1
HR2,35090.332,32769.8359,SURFACE CAR PARK,5,1
HR3,35018.9851,32918.853,SURFACE CAR PARK,5,1
HR4,34975.9951,32997.6117,SURFACE CAR PARK,5,1
HR5,34875.6086,32812.5333,SURFACE CAR PARK,5,1
HVM,27376.7446,30252.7338,MULTI-STOREY CAR PARK,4,4
H11,27390.4513,29983.9052,SURFACE CAR PARK,5,4
H12,27342.3203,30487.627,SURFACE CAR PARK,5,4
H14,27905.0274,30102.5966,MULTI-STOREY CAR PARK,4,4
H15,27733.5273,30287.791,SURFACE CAR PARK,5,4
H17,27392.1841,30064.5769,MULTI-STOREY CAR PARK,4,4
H18,27294.4381,30155.4567,MULTI-STOREY CAR PARK,4,4
H3,27910.6083,30378.7005,SURFACE CAR PARK,5,4
H3BL,33444.3288,40713.4165,SURFACE CAR PARK,5,1
H3DL,33209.3106,40779.9579,SURFACE CAR PARK,5,1
H4,27560.7129,30056.3984,SURFACE CAR PARK,5,4
H42A,33437.4888,39407.7276,SURFACE CAR PARK,5,1
H6,27517.5526,30418.6159,SURFACE CAR PARK,5,4
H6M,27399.5432,30402.6587,MULTI-STOREY CAR PARK,4,4
H8,27733.2963,30015.8248,SURFACE CAR PARK,5,4
H87L,33038.8293,40052.7361,SURFACE CAR PARK,5,1
H93L,33274.8825,40196.8778,SURFACE CAR PARK,5,1
JBM,27317.7804,29079.9207,MULTI-STOREY CAR PARK,4,4
JBM2,27105.3295,29188.4439,MULTI-STOREY CAR PARK,4,4
JB1,33505.3407,31638.549,SURFACE CAR PARK,5,4
JB2,33528.7279,31552.9403,SURFACE CAR PARK,5,4
JB3,33672.4849,31431.027,SURFACE CAR PARK,5,4
JB4,33547.8789,31758.125,SURFACE CAR PARK,5,4
JCM,35293.685,33059.6021,MULTI-STOREY CAR PARK,4,1
JCML,35269.0428,33048.779,SURFACE CAR PARK,5,1
JKM,28629.3066,29963.8422,MULTI-STOREY CAR PARK,4,4
JKS,28703.5642,30064.2195,SURFACE CAR PARK,5,4
JMB1,27298.7467,29375.368,MULTI-STOREY CAR PARK,4,4
JMB2,27274.0467,29729.2354,MULTI-STOREY CAR PARK,4,4
JMB3,27140.8217,29448.5025,MULTI-STOREY CAR PARK,4,4
JMS,28610.6237,30051.6694,SURFACE CAR PARK,5,4
JM1,15461.2578,36356.8719,MULTI-STOREY CAR PARK,4,0
JM10,12861.1777,35680.0784,MULTI-STOREY CAR PARK,4,0
JM11,13624.8076,35994.9675,MULTI-STOREY CAR PARK,4,0
JM12,12989.0554,35920.273,MULTI-STOREY CAR PARK,4,0
JM13,13134.6714,35737.8133,MULTI-STOREY CAR PARK,4,0
JM14,13026.1447,36061.7744,MULTI-STOREY CAR PARK,4,0
JM15,13172.241,35894.5938,MULTI-STOREY CAR PARK,4,0
JM16,13399.316,35488.4096,MULTI-STOREY CAR PARK,4,0
JM17,13617.7777,35278.113,MULTI-STOREY CAR PARK,4,0
JM18,13110.6908,36127.6675,MULTI-STOREY CAR PARK,4,0
JM19,13477.0963,37120.2881,MULTI-STOREY CAR PARK,4,0
JM2,13715.4817,36231.4554,MULTI-STOREY CAR PARK,4,0
JM20,13269.4787,35285.1266,MULTI-STOREY CAR PARK,4,0
JM21,12848.9764,35472.8488,MULTI-STOREY CAR PARK,4,0
JM22,13451.5242,36321.3672,MULTI-STOREY CAR PARK,4,0
JM23,13584.64,37295.9859,MULTI-STOREY CAR PARK,4,0
JM24,12947.1123,35275.2364,MULTI-STOREY CAR PARK,4,0
JM25,13232.9976,36272.1883,MULTI-STOREY CAR PARK,4,0
JM26,13511.8473,36412.4785,MULTI-STOREY CAR PARK,4,0
JM27,13673.3012,36493.4353,MULTI-STOREY CAR PARK,4,0
